date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:26	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:27	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:27	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:28	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:28	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:28	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:28	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:29	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:29	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:29	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:29	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:29	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:30	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:30	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2003%20May%202563%2005:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/adham/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.84.delayed	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:30	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:31	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2003%20May%202563%2005:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/adham/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:31	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:31	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2003%20May%202563%2005:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/adham/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:32	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:32	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2003%20May%202563%2005:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/adham/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:32	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:32	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2003%20May%202563%2005:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/adham/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:32	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:33	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:33	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:33	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css)
16:48:35	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sun,%2019%20Nov%202023%2014:47:20%20GMT	http://static1.squarespace.com/static/646f9bfe5c10277d6cd432c7/t/647a38bbf5875260f8ff1523/1685731515445/FP_Teaser_new2.jpg?format=1500w	C:/My%20Web%20Sites/adham/static1.squarespace.com/static/646f9bfe5c10277d6cd432c7/t/647a38bbf5875260f8ff1523/1685731515445/FP_Teaser_new2.9226f7.delayed	(from https://www.footprint-intelligence.com/product)
16:48:43	39160/39160	---M--	200	added ('OK')	image/png	etag:CIXO5PeFu/8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8efc2037-c3d9-4151-ba8e-ab4888f91a1d/Group+3373121.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8efc2037-c3d9-4151-ba8e-ab4888f91a1d/Group+3373121.png	(from https://www.footprint-intelligence.com/product)
16:48:45	57811/57811	---M--	200	added ('OK')	image/jpeg	etag:CLyLzqCfpf8CEAE=	https://images.squarespace-cdn.com/content/646f9bfe5c10277d6cd432c7/d02a6580-c3ae-46a1-a756-c66182a6c081/FP_Teaser_new2.jpg?content-type=image%2Fjpeg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/646f9bfe5c10277d6cd432c7/d02a6580-c3ae-46a1-a756-c66182a6c081/FP_Teaser_new2ee8a.jpg	(from https://www.footprint-intelligence.com/product)
16:49:05	141729/141729	---M--	200	added ('OK')	image/png	etag:CNGE2YeU0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8605634b-b3b4-4806-a22a-eb2f8d013be1/block+2-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8605634b-b3b4-4806-a22a-eb2f8d013be1/block+2-min.png	(from https://www.footprint-intelligence.com/product)
16:49:31	300884/300884	---M--	200	added ('OK')	image/png	etag:CJG9o7yU0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/185489ea-3425-41b0-817e-ad3d9655c3dc/Frame+3373271-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/185489ea-3425-41b0-817e-ad3d9655c3dc/Frame+3373271-min.png	(from https://www.footprint-intelligence.com/product)
16:50:12	259290/259290	---M--	200	added ('OK')	image/jpeg	etag:CPa4guWS9/8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/85e977d9-2f30-4674-afe9-0e569f2bf18c/new+mockup-min.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/85e977d9-2f30-4674-afe9-0e569f2bf18c/new+mockup-min.jpg	(from https://www.footprint-intelligence.com/product)
16:50:26	540913/540913	---M--	200	added ('OK')	image/png	etag:CJjyi/O1vf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/20236b24-a53e-4e7a-b230-17e6663dba41/block.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/20236b24-a53e-4e7a-b230-17e6663dba41/block.png	(from https://www.footprint-intelligence.com/product)
16:50:35	27417/27417	---M--	200	added ('OK')	image/png	etag:CLDSo8GJ0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8333ac87-7b6c-4d53-abbf-de1b2aef89d8/corporate.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8333ac87-7b6c-4d53-abbf-de1b2aef89d8/corporate.png	(from https://www.footprint-intelligence.com/product)
16:50:42	29051/29051	---M--	200	added ('OK')	image/png	etag:CMH8iq2K0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/bbb4a9ea-85ed-4bae-9e5f-4f11c873b53f/product.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/bbb4a9ea-85ed-4bae-9e5f-4f11c873b53f/product.png	(from https://www.footprint-intelligence.com/product)
16:50:45	23905/23905	---M--	200	added ('OK')	image/png	etag:CN7Wvr+K0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9a77e517-88fb-438d-b858-912e55f26869/digital.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9a77e517-88fb-438d-b858-912e55f26869/digital.png	(from https://www.footprint-intelligence.com/product)
16:50:51	32022/32022	---M--	200	added ('OK')	image/png	etag:CNat2cyK0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/6927d78b-d3b6-4194-85f2-e5676adb10bc/custom.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/6927d78b-d3b6-4194-85f2-e5676adb10bc/custom.png	(from https://www.footprint-intelligence.com/product)
16:50:52	2768/2768	---M--	200	added ('OK')	image/png	etag:CPSgv9SrrP8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ef599c94-01f8-49b5-a77f-41d8f183d7f2/analyze+icon.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ef599c94-01f8-49b5-a77f-41d8f183d7f2/analyze+icon.png	(from https://www.footprint-intelligence.com/product)
16:51:16	153056/153056	---M--	200	added ('OK')	image/jpeg	etag:CLO8zK+1rP8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/822ac2e9-097e-4329-8ad3-efc088752e2d/Analyze-min.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/822ac2e9-097e-4329-8ad3-efc088752e2d/Analyze-min.jpg	(from https://www.footprint-intelligence.com/product)
16:51:35	560078/560078	---M--	200	added ('OK')	image/png	etag:CJ2y/fWd1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/eda0cc5d-5380-45a8-8a00-6cc2be0c0594/logo+black+newnew-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/eda0cc5d-5380-45a8-8a00-6cc2be0c0594/logo+black+newnew-min.png	(from https://www.footprint-intelligence.com/product)
16:51:42	5747216/5747216	---M-Z	200	added ('OK')	text/javascript	etag:%22dade1174a611e58e9e4b08fe7a40c9e4%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-a61b7f2db189166c0e018-min.en-US.js	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-a61b7f2db189166c0e018-min.en-US.js	(from https://www.footprint-intelligence.com/cart)
16:51:42	369470/369470	---M--	200	added ('OK')	image/png	etag:CKuqnJrwrf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/da76aafe-8e15-4bae-b60d-b62d931e4036/10.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/da76aafe-8e15-4bae-b60d-b62d931e4036/10.png	(from https://www.footprint-intelligence.com/product)
16:51:43	397309/397309	---M--	200	added ('OK')	image/png	etag:CP+D2drwrf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8f465bbc-8203-4c4d-bf94-b1e2d27eb356/11.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8f465bbc-8203-4c4d-bf94-b1e2d27eb356/11.png	(from https://www.footprint-intelligence.com/product)
16:51:43	471610/471610	---M--	200	added ('OK')	image/png	etag:CKGO8u/wrf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/925ba763-50c0-4fef-ab51-be81f21d3d70/12.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/925ba763-50c0-4fef-ab51-be81f21d3d70/12.png	(from https://www.footprint-intelligence.com/product)
16:51:43	553564/553564	---M--	200	added ('OK')	image/png	etag:COi7vIfxrf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/828b7c09-b4cc-4e73-b4a3-e671030cdc81/13.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/828b7c09-b4cc-4e73-b4a3-e671030cdc81/13.png	(from https://www.footprint-intelligence.com/product)
16:51:44	4204/4204	---M--	200	added ('OK')	image/png	etag:COWCgZnzrf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ffea5a24-b454-4e9b-8a90-808ab1c9e759/reduce2.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ffea5a24-b454-4e9b-8a90-808ab1c9e759/reduce2.png	(from https://www.footprint-intelligence.com/product)
16:51:44	270091/270091	---M--	200	added ('OK')	image/jpeg	etag:CPHZ4cyRwP8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/b79c5ce9-b61f-41c3-9cb4-91dd9e43b0e7/Reduce-min.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/b79c5ce9-b61f-41c3-9cb4-91dd9e43b0e7/Reduce-min.jpg	(from https://www.footprint-intelligence.com/product)
16:51:44	165565/165565	---M--	200	added ('OK')	image/jpeg	etag:CIWOnIKFuv8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/119d67b7-d189-4b23-88e8-9362518666e0/ssFrame+3373266.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/119d67b7-d189-4b23-88e8-9362518666e0/ssFrame+3373266.jpg	(from https://www.footprint-intelligence.com/product)
16:51:44	3107402/3107402	---M--	200	added ('OK')	image/gif	etag:CNmq6dnFu/8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/e2c71ac6-137c-4f12-95da-e2bc0bcfc185/ezgif-2-8734e78d18.gif	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/e2c71ac6-137c-4f12-95da-e2bc0bcfc185/ezgif-2-8734e78d18.gif	(from https://www.footprint-intelligence.com/product)
16:51:44	164548/164548	---M--	200	added ('OK')	image/png	etag:CPqsptrOu/8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/bdcbab74-dc90-43e1-933d-c418cbc240b1/Group+3373125.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/bdcbab74-dc90-43e1-933d-c418cbc240b1/Group+3373125.png	(from https://www.footprint-intelligence.com/product)
16:51:46	1576914/1576914	---M--	200	added ('OK')	image/png	etag:CMO5uamLrv8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/dfefa71b-079d-4d18-b1a5-4dd9bb9d58a1/decide-min+(3).png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/dfefa71b-079d-4d18-b1a5-4dd9bb9d58a1/decide-min+(3).png	(from https://www.footprint-intelligence.com/product)
16:51:46	1158929/1158929	---M--	200	added ('OK')	image/png	etag:COf1gdiKrv8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0389acf0-e474-4bfd-9d41-d7ad0deb91d9/solutions2-min+(2).png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0389acf0-e474-4bfd-9d41-d7ad0deb91d9/solutions2-min+(2).png	(from https://www.footprint-intelligence.com/product)
16:51:46	4279/4279	---M--	200	added ('OK')	image/png	etag:COWZpcf5rf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ece772c3-d35d-4765-ba46-eb8680b686ad/engage.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ece772c3-d35d-4765-ba46-eb8680b686ad/engage.png	(from https://www.footprint-intelligence.com/product)
16:51:47	1713967/1713967	---M--	200	added ('OK')	image/png	etag:CIPWuPmYrv8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/35bd5991-cd38-4b9f-b69c-694191cbcb15/offset-min+(1).png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/35bd5991-cd38-4b9f-b69c-694191cbcb15/offset-min+(1).png	(from https://www.footprint-intelligence.com/product)
16:51:47	106460/106460	---M--	200	added ('OK')	image/png	etag:CN/tjJq3vf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7f95d291-3436-4a3e-92e8-5a6bf006d6dc/report.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7f95d291-3436-4a3e-92e8-5a6bf006d6dc/report.png	(from https://www.footprint-intelligence.com/product)
16:51:48	111858/111858	---M--	200	added ('OK')	image/png	etag:COXSoa23vf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/34505df8-ca65-4b92-ba25-9f553b12becc/page%5D.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/34505df8-ca65-4b92-ba25-9f553b12becc/page].png	(from https://www.footprint-intelligence.com/product)
16:51:48	1024554/1024554	---M--	200	added ('OK')	image/png	etag:CIvfjpf6rf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/3128e390-43e3-4075-b006-37f9ead69512/Engage+mockuo-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/3128e390-43e3-4075-b006-37f9ead69512/Engage+mockuo-min.png	(from https://www.footprint-intelligence.com/product)
16:51:48	59765/59765	---M--	200	added ('OK')	image/png	etag:CN7L+vi3vf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/112061cd-bb4f-4520-8d2c-87f52501f492/badge.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/112061cd-bb4f-4520-8d2c-87f52501f492/badge.png	(from https://www.footprint-intelligence.com/product)
16:51:48	47200/47200	---M--	200	added ('OK')	image/png	etag:CITBwNC3vf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9850d77c-80df-4994-87b0-6687bd881c85/widgets.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9850d77c-80df-4994-87b0-6687bd881c85/widgets.png	(from https://www.footprint-intelligence.com/product)
16:51:48	28247/28247	---M--	200	added ('OK')	image/png	etag:COqux6PwgoADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9c9f3db0-0577-4efc-afca-54a86063f018/Group+3373394.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9c9f3db0-0577-4efc-afca-54a86063f018/Group+3373394.png	(from https://www.footprint-intelligence.com/product)
